GPU UTIL,GPU SCLK,GPU MCLK,GPU TEMP,GPU PWR,GPU FAN,GPU VRAM UTIL,FPS,CPU UTIL,RAM UTIL
99,1692,1050,64,310,1717,3.5,120,30,6.2
98,1692,1050,63,310,1718,3.5,122,31,6.2
98,1692,1050,63,310,1718,3.5,122,31,6.2
99,1692,1050,61,310,1718,3.5,121,30,6.2
99,1692,1050,61,310,1718,3.5,121,30,6.2
99,1691,1050,63,310,1718,3.5,125,25,6.2
99,1691,1050,63,310,1718,3.5,125,25,6.2
99,1693,1050,63,305,1718,3.5,124,30,6.2
99,1693,1050,63,305,1718,3.5,124,30,6.2
99,1694,1050,63,305,1718,3.5,125,28,6.3
99,1694,1050,63,305,1718,3.5,125,28,6.3
88,1693,1050,62,276,1717,3.5,129,30,6.3
88,1693,1050,62,276,1717,3.5,129,30,6.3
99,1693,1050,63,309,1705,3.5,129,30,6.3
99,1693,1050,63,309,1705,3.5,129,30,6.3
99,1693,1050,61,311,1698,3.5,118,25,6.3
99,1693,1050,61,311,1698,3.5,118,25,6.3
99,1670,1050,61,302,1696,3.5,117,30,6.3
99,1670,1050,61,302,1696,3.5,117,30,6.3
99,1696,1050,63,303,1697,3.5,120,31,6.3
97,1697,1050,63,304,1696,3.5,118,30,6.2
99,1670,1050,63,304,1697,3.5,109,30,6.2
99,1693,1050,60,306,1695,3.5,114,30,6.2
99,1693,1050,60,306,1695,3.5,114,30,6.2
99,1695,1050,64,309,1679,3.5,116,27,6.2
99,1695,1050,64,309,1679,3.5,116,27,6.2
99,1694,1050,63,316,1675,3.5,117,25,6.2
99,1695,1050,64,313,1676,3.5,112,25,6.2
99,1695,1050,64,313,1676,3.5,112,25,6.2
99,1697,1050,64,311,1675,3.5,114,26,6.2
99,1697,1050,64,311,1675,3.5,114,26,6.2
98,1698,1050,62,312,1675,3.5,114,28,6.2
98,1698,1050,62,312,1675,3.5,114,28,6.2
98,1698,1050,64,308,1675,3.5,114,23,6.2
99,1695,1050,64,309,1676,3.5,116,28,6.2
99,1651,1050,61,306,1676,3.5,116,35,6.3
99,1651,1050,61,306,1676,3.5,116,35,6.3
99,1679,1050,63,325,1675,3.5,118,28,6.3
99,1679,1050,63,325,1675,3.5,118,28,6.3
98,1645,1050,64,320,1675,3.5,121,31,6.3
98,1645,1050,64,320,1675,3.5,121,31,6.3
99,1682,1050,64,318,1674,3.5,125,30,6.3
99,1684,1050,62,319,1675,3.5,132,29,6.3
99,1684,1050,62,319,1675,3.5,132,29,6.3
99,1678,1050,64,321,1675,3.5,128,29,6.3
99,1684,1050,64,321,1675,3.5,129,24,6.3
99,1684,1050,64,321,1675,3.5,129,24,6.3
98,1681,1050,65,317,1675,3.5,124,30,6.3
98,1682,1050,65,315,1675,3.5,124,31,6.3
98,1682,1050,65,315,1675,3.5,124,31,6.3
99,1677,1050,63,318,1674,3.5,127,32,6.3
99,1681,1050,62,318,1675,3.5,132,32,6.3
99,1681,1050,62,318,1675,3.5,132,31,6.3
99,1685,1050,65,311,1676,3.5,125,31,6.3
99,1685,1050,65,311,1676,3.5,125,32,6.3
99,1680,1050,65,332,1675,3.5,124,29,6.3
99,1680,1050,65,332,1675,3.5,124,29,6.3
99,1681,1050,65,322,1685,3.5,122,32,6.3
99,1681,1050,65,322,1685,3.5,122,32,6.3
98,1681,1050,65,323,1695,3.5,123,30,6.3
99,1682,1050,65,322,1697,3.5,126,30,6.3
99,1682,1050,65,322,1697,3.5,126,29,6.3
99,1577,1050,64,316,1697,3.5,118,34,6.3
98,1662,1050,65,310,1697,3.5,136,34,6.3
99,1676,1050,65,324,1697,3.5,133,32,6.3
99,1679,1050,63,326,1697,3.5,124,32,6.3
99,1679,1050,63,326,1697,3.5,124,28,6.3
99,1678,1050,66,322,1697,3.5,124,31,6.3
98,1678,1050,65,320,1698,3.5,126,29,6.3
98,1678,1050,65,320,1698,3.5,126,29,6.3
99,1680,1050,65,324,1697,3.5,130,31,6.4
99,1680,1050,65,317,1697,3.5,124,26,6.4
99,1680,1050,65,317,1697,3.5,124,26,6.4
99,1690,1050,65,302,1717,3.5,122,32,6.4
99,1690,1050,65,302,1717,3.5,122,32,6.4
99,1695,1050,65,305,1718,3.5,122,31,6.4
56,1660,1050,64,260,1718,3.5,122,35,6.4
56,1660,1050,64,260,1718,3.5,122,35,6.4
99,1684,1050,65,318,1718,3.5,128,33,6.4
99,1684,1050,65,318,1718,3.5,128,33,6.4
99,1679,1050,63,321,1719,3.5,125,27,6.4
99,1679,1050,63,321,1719,3.5,125,27,6.4
99,1683,1050,66,322,1719,3.5,125,31,6.4
99,1684,1050,66,331,1718,3.5,117,27,6.4
76,1672,1050,65,312,1718,3.5,134,32,6.4
76,1672,1050,65,312,1718,3.5,134,32,6.4
99,1639,1050,66,322,1737,3.5,117,32,6.4
99,1671,1050,66,324,1739,3.5,118,32,6.4
99,1671,1050,66,324,1739,3.5,118,32,6.4
99,1681,1050,65,317,1740,3.5,120,31,6.4
99,1681,1050,66,322,1739,3.5,120,29,6.4
99,1681,1050,66,322,1739,3.5,120,29,6.4
99,1681,1050,65,322,1740,3.5,121,29,6.3
98,1676,1050,66,341,1751,3.5,140,35,6.3
99,1673,1050,66,336,1757,3.5,143,32,6.3
99,1673,1050,66,336,1757,3.5,143,32,6.3
98,1653,1050,66,345,1760,3.5,131,32,6.4
98,1653,1050,66,345,1760,3.5,131,32,6.4
99,1673,1050,67,325,1794,3.5,127,32,6.4
99,1679,1050,66,327,1800,3.5,110,27,6.4
99,1679,1050,66,327,1800,3.5,110,27,6.4
99,1675,1050,63,330,1803,3.5,113,26,6.4
99,1675,1050,66,329,1817,3.5,123,29,6.3
99,1673,1050,64,331,1822,3.5,122,29,6.3
99,1673,1050,64,331,1822,3.5,122,26,6.3
